talk,31,1
talk,48,1
talk,49,1
need,9,1
need,25,1
need,34,1
need,38,1
continued,0,1
continued,2,1
continued,5,1
continued,6,1
continued,24,1
continued,44,1
road,8,1
road,25,1
road,27,1
road,32,1
road,39,1
road,41,1
road,44,1
road,49,1
carried,8,1
carried,44,1
carried,45,1
tree,8,1
tree,10,1
tree,12,1
tree,21,1
tree,23,1
tree,28,1
tree,30,1
tree,31,1
tree,38,1
tree,42,1
tree,44,1
tree,49,1
run,3,1
run,7,1
run,20,1
run,23,1
run,48,1
run,49,1
war,3,1
war,4,1
war,5,1
war,9,1
war,16,1
war,21,1
war,23,1
war,39,1
war,45,1
war,49,1
river,7,1
river,12,1
river,16,1
river,23,1
river,24,1
river,35,1
river,39,1
river,40,1
river,44,1
river,48,1
river,49,1
eye,2,1
eye,5,1
eye,6,1
eye,7,1
eye,16,1
eye,28,1
eye,31,1
eye,36,1
eye,44,1
wanted,10,1
wanted,23,1
wanted,43,1
wanted,49,1
show,31,1
show,44,1
certainly,24,1
certainly,31,1
street,0,1
street,3,1
street,5,1
street,7,1
street,8,1
